Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Notes,Location,City,lon,lat,Reason for tow,Trade Name,Merchant,Address,lot_lon,lot_lat,tow_dist
2023-03-09,1998.0,HOND,CIV,AUBURN // 301 977 2740 // NOP // TCL,9201 STEWARTOWN RD,GAITHERSBURG,-77.19096,39.17793,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,9996.8
2023-07-21,2021.0,MITS,MIR,"ALTERED PERMIT // HENRYS 301 927 0007 , TCL",8017 EASTERN AVE,SILVER SPRING,-77.031354095,38.988366992,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,32037.9
2022-08-14,2019.0,HYUN,ELN,VIN UNREADABLE   NOP // MGR REQ   HENRYS 301-869-4800  TCL,8250 GEORGIA AVE,SILVER SPRING,-77.02664,38.99325,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31492.3
2024-04-06,2007.0,VOLK,EOS,HENRYS 3018694800  UNAUTH PARKING   TCL,11201 GEORGIA AVE,SILVER SPRING,-77.04999199,39.03921599,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20778.9
2023-11-01,2017.0,TOYT,RAV,BIGTOW 301-424-4869  NOP   TCL,7251 MILL RUN DR,DERWOOD,-77.14809697,39.145035003,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,5331.5
2023-05-24,2018.0,TOYT,CAMR,NO PERMIT // SPEEDY TOWING TCL 301-588-1322,3310 TEAGARDEN CIR,SILVER SPRING,-76.94460900399997,39.08109202000003,NO PERMIT,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,22781.0
2021-07-01,2000.0,TOYT,COA,PRV HENRYS 3019270007 TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2023-10-06,2017.0,ACUR,TXL,HENRYS 301 869 4800  NOP TCL,42 PENNYDOG CT,SILVER SPRING,-77.049626036,39.029288003,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21577.3
2021-12-01,2017.0,HOND,ACC,NOP // AUTHO // 301 562 4020 // TCL,867 CLOPPER RD,GAITHERSBURG,-77.22292,39.14333,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,7928.9
2021-07-16,2019.0,HYUN,SON,AUTHORIZED 3015624020  NOP TCL,11101 GEORGIA AVE,SILVER SPRING,-77.05006,39.03683,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20265.8
2023-06-02,2019.0,NISS,PTH,INVALID PERMIT // HENRYS 301 869 4800 TCL,DOCENA DR / PIER POINT PL,MONTGOMERY VILLAGE,-77.19829701299994,39.16050511100008,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3939.7
2023-11-11,2018.0,HOND,ACC,NOP // HENRYS TOWING // 301-927-0007 // TCL,11365 KING GEORGE DR,SILVER SPRING,-77.045729038,39.040127983,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21511.4
2023-11-15,2020.0,VOLV,XC6,UN AUTH PARKING . HENRY 3018694800TCL  RAN TAG NEG,10321 STRATHMORE HALL ST,ROCKVILLE,-77.101894057,39.025984946,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22993.0
2024-06-17,2024.0,LAMO,,NO PERMITS/HENRYS 301 869 4800,22551 CABIN BRANCH AVE,CLARKSBURG,-77.286635999,39.223845009,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,16770.4
2022-04-24,2012.0,HOND,ACC,PKG  DRIVE 301-585-8808  TCL,1700 HAMPSHIRE GREEN LN,SILVER SPRING,-76.97602,39.0155,PKG,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,11167.8
2022-12-20,2008.0,HOND,CRV,AUTHORIZED 301-562-4020 // HANDICAP PARKING W/O PROPER PERMIT OR TAG // TCL,20203 HALETHORPE LN,GERMANTOWN,-77.23406,39.18543,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9480.8
2024-06-10,2005.0,HOND,CIV,NOP  AUBURN 301 977 2740,16 MAPLEWOOD CT,GAITHERSBURG,-77.189796016,39.146490981,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,6669.9
2023-11-01,2023.0,TESL,Y,NO HANDICAP PERMIT // HENRYS // 301-869-4800 // TCL,13048 SHADYSIDE LN,GERMANTOWN,-77.272587008,39.193632984,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,12607.2
2023-06-21,2017.0,HOND,PLT,REASON : NOP   TOW CO : AUTHORIZED   301-562-4020  TCL,11101 GEORGIA AVE,SILVER SPRING,-77.04958597099994,39.037215984000056,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20500.3
2023-02-20,2020.0,VOLK,PAS,REASON : NOT MARKED SPACE   TOW CO :HENRYS    301-927-0007  TCL,11235 OAK LEAF DR,SILVER SPRING,-76.99389,39.04139,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30558.2
2021-12-21,2009.0,NISS,ALT,NO PERMIT// BIG TOW 301 424 4869// TCL,12524 LAUREL GROVE PL,GERMANTOWN,-77.25907,39.16927,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,15721.6
2024-04-16,2013.0,HOND,ACC,HENRYS 301-869-4800 // NOP // TCL,8621 GEORGIA AVE,SILVER SPRING,-77.028789966,38.997295997,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31042.9
2021-08-05,2012.0,NISS,VRS,HENRYS TOWING 301-869-4800  PARKED IN 2 SPACES,636 HOUSTON AVE,TAKOMA PARK,-77.00466,38.98985,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,33912.3
2024-06-29,2008.0,BMW,528,OWNER NOTIF,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.261135987,39.179386012,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13230.6
2023-12-03,2013.0,NISS,ALT,HENRYS 301 869 4800  PKG TCL,15100 FREDERICK RD,ROCKVILLE,-77.158540989,39.103409005,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9511.7
2023-04-24,2000.0,FORD,F150,NO VISITOR PERMIT // TCL BIG TOW 301-424-4869,19515 FREDERICK RD,GERMANTOWN,-77.2384,39.17709,PKG,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,11662.1
2023-12-19,2021.0,VOLK,ATLAS,PKG IN FIRE LANE // HENRYS 301-869-4800 // TCL,540 COPLEY PL,GAITHERSBURG,-77.208912036,39.113056995,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11075.4
2024-06-24,2018.0,NISS,RGE,HANDICAP VIOLATION // SPEEDY TOWING // 301-588-1322 // TCL,475 SOUTHAMPTON DR,SILVER SPRING,-76.984879767,39.006342636,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,23674.4
2022-10-31,2014.0,HOND,CRV,AUTHORIZED TOWING 301-562-4020  NOP  TCL,901 CLOPPER RD,GAITHERSBURG,-77.22714,39.14538,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8205.4
2023-09-09,2005.0,TOYT,CAM,PARKED IN FIRE LANE // HENRYS // 301-869-4800 // TCL,9302 GRAZING TER,MONTGOMERY VILLAGE,-77.191928959,39.189301007,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3944.1
2022-03-28,2015.0,HYUN,GEN,NOP AUTHORIZED 301 562 4020  TCL,5405 TUCKERMAN LN,ROCKVILLE,-77.1083,39.02967,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,21314.4
2021-09-03,2018.0,FORD,ESC,DOUBLE PARKED // BIG TOW // 301-424-4869 // TCL,18506 SPARROWS POINT PL,GERMANTOWN,-77.2688,39.16085,PKG,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,12971.1
2024-04-24,2019.0,NISS,ALT,HENRYS TOWING 301-927-0007  BACK TO LOT  UNAUTHORIZED PARKING NO PERMIT  NEG STOLEN,8621 GEORGIA AVE,SILVER SPRING,-77.028789966,38.997295997,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31042.9
2022-12-01,2011.0,TOYT,CAM,EXP PERMIT// AUTHORIZED 301 562 4020// TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.26139,39.17946,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13107.9
2022-05-18,2008.0,ACUR,TL,HENRYS / 301-869-4800  NO PARKING ZONE / TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2022-12-29,2002.0,HOND,CIV,EXPIRED VISITOR PASS  AUTHORIZED@301-562-4020//TCL,13831 CASTLE BLVD,SILVER SPRING,-76.94276,39.0822,EXP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,29755.2
2023-09-10,2021.0,NISS,ALT,REASON : NOP  TOW COS SPEEDY 301-588-1322  TCL,18310 STREAMSIDE DR,GAITHERSBURG,-77.167462016,39.156851014,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,9944.8
2022-11-07,2014.0,BMW,328,NOP/ AUTH 301 562 4020,10914 GEORGIA AVE,SILVER SPRING,-77.0496,39.03531,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20992.4
2023-04-08,1998.0,HOND,ACC,NOP  SPEEDY 301 588 1322,3310 TEAGARDEN CIR,SILVER SPRING,-76.94481,39.08149,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,22686.6
2023-08-02,2014.0,VOLK,JET,NOP // HENRYS 301-869-4800 // TCL,13615 COLGATE WAY,SILVER SPRING,-76.932942987,39.079378005,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31661.4
2022-10-22,2000.0,HOND,ACC,NOP - AUTHORIZED - 301-562-4020 - TCL,11101 GEORGIA AVE,SILVER SPRING,-77.05006,39.03683,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20265.8
2023-11-02,2018.0,TOYT,COA,,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.029221969,39.037589021,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22844.4
2022-02-02,2018.0,TOYT,RAV,NOP // AUTHORIZED 301-562-4020 // TCL,9511 DUNBROOK CT,MONTGOMERY VILLAGE,-77.194,39.19406,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,4915.1
2024-03-05,2010.0,FORD,TCN,NOP// AUBURBN 301-977-2740//TCL,18601 TARRAGON WAY,GERMANTOWN,-77.266755969,39.159550992,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,12745.2
2023-08-17,2013.0,DODG,CHA,FIRE LANE // DIVERSIFIED // 301 881 8035 // TCL,12301 ACADEMY WAY,ROCKVILLE,-77.106990021,39.058068986,FIRE,Diversified Recovery,Diversified Recovery,"12527 Parklawn Drive, Rockville, MD 20852",-77.117447177077,39.061616842557,1541.7
2022-04-22,2009.0,NISS,ALT,INVALID PERMIT // HENRYS 301 869 4800 // TCL,2302 RED EAGLE CT,SILVER SPRING,-77.04777,39.0886,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,15991.5
2021-10-22,2016.0,JEEP,WRG,PKG// HENRYS// 301-869-4800// TCL,11803 GRAND PARK AVE,ROCKVILLE,-77.1171,39.04944,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19414.0
2022-07-10,2010.0,MERZ,C300,NOP HENRYS 3018694800 TCL,2511 GLENALLAN AVE,SILVER SPRING,-77.05187,39.06379,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,17401.0
2023-01-26,2018.0,AUDI,Q5,FIRE LANE / HENRYS 301-869-4800//TCL,8150 FLATBUSH ST,DERWOOD,-77.16815,39.12669,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6615.5
2021-12-15,2008.0,TOYT,HGH,FIRE LANE // HENRY'S 301 927 0007 // TCL,8806 LANIER DR,SILVER SPRING,-77.04783,38.99922,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30082.8
2023-04-09,2018.0,HOND,ACC,INVALID PERMIT DISPLAYED // HENRY'S 301-869-4800 // TCL,11215 GEORGIA AVE,SILVER SPRING,-77.05059,39.03977,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20617.8
2022-07-28,2005.0,NISS,ALT,"HENRYS, 3018694800  TCL  ABANDONED VEH, INOPERABLE",3800 BEL PRE RD,SILVER SPRING,-77.07511,39.09183,ABN,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13543.4
2024-05-16,2015.0,HOND,ACC,NOP HENRYS TCL 301-869-4800,1111 UNIVERSITY BLVD W,SILVER SPRING,-77.027241996,39.037128016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22735.2
2022-09-05,2016.0,SUBA,LEG,HENRY'S 301-869-4800  NO OVERNIGHT PKG / TCL,15250 SHADY GROVE RD,ROCKVILLE,-77.19025,39.10622,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9691.6
2024-02-24,2014.0,HOND,CIV,HENRYS 301-869-4800 // INVALID PERMIT DISPLAYED/VISITOR IN RESID PKG // TCL,18636 WALKERS CHOICE RD,MONTGOMERY VILLAGE,-77.204984025,39.161426988,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4573.4
2024-06-11,2016.0,FORD,CMAX,AUTHORIZED 301-562-4020  PARKED IN FIRELANE  TCL,11600 LOCKWOOD DR,SILVER SPRING,-76.982538959,39.041889985,FIRE,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,30088.4
2022-03-29,2016.0,CHRY,200,PKG 301-562-4020 AUTHROIZED TOW TCL,14120 WEEPING WILLOW DR,SILVER SPRING,-77.06679,39.0894,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13797.5
2021-09-03,2011.0,HOND,ACC,AUTH 3015624020  NOP   TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.26139,39.17946,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13107.9
2024-02-23,2013.0,BMW,328,UNAUTH PKG - WALK OFF   HENRYS 301-927-0007  TCL,909 THAYER AVE,SILVER SPRING,-77.02460396,38.993378002,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31739.0
2022-08-05,2009.0,KIA,SPC,"INOPERABLE, FLAT TIRE // HENRYS 301-869-4800 // TCL",14517 FARMCREST PL,SILVER SPRING,-76.98321,39.09474,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21855.4
2023-07-11,2001.0,TOYT,RAV,NO PKG ZONE SPEEDYS  301-588-1322 TCL,1001 ROCKVILLE PIKE,ROCKVILLE,-77.13524499799996,39.07114299400007,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,4617.4
2021-12-05,2016.0,NISS,VRS,NO PERMIT // HENRY'S // 301 869 4800 // TCL,4949 BATTERY LN,BETHESDA,-77.10055,38.9925,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,26005.6
2023-08-08,2010.0,INFI,EX3,NOP   HENRYS  301-869-48000 TCL,198 HALPINE RD,ROCKVILLE,-77.125283022,39.059895989,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,15023.8
2022-10-20,2021.0,LEXS,R35,NOP// AUBURN 301-977-2740// TCL,413 W DIAMOND AVE,GAITHERSBURG,-77.20975,39.14048,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,7027.6
2022-03-30,2006.0,VOLV,V50,ABANDONNED OVER 6 MONTHS   HENRYS //301-869-4800  TCL,21010 FREDERICK RD,GERMANTOWN,-77.24768,39.20039,ABN,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,10361.3
2024-06-02,2017.0,NISS,RGE,NOP// HENRYS 301-869-4800//TCL,8001 BAXTER ST,DERWOOD,,,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,
2023-11-01,2011.0,HYUN,ELN,AUTH 3015624020  NOP  TCL,12633 GREY EAGLE CT,GERMANTOWN,-77.261843283,39.167140729,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13237.8
2023-03-19,2017.0,HYUN,ACC,REASON: NOP//SPEEDY301-588-1322/TCL,8102 PEPPER RIDGE WAY,GAITHERSBURG,-77.1631,39.14957,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,10081.8
2023-11-17,2011.0,NISS,ALT,REASON  : NOP  TOW CO : HENRYS  301-869-4800  TCL,10627 PATTERNBOND TER,SILVER SPRING,-77.049146005,39.02886698,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21723.8
2022-04-04,2011.0,FORD,FUS,HANDICAP PARKING // AUTHORIZE // 301-562-4020 // TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.26139,39.17946,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13107.9
2024-02-23,2012.0,HOND,CRZ,NO OVERNIGHT PKG // HENRYS // 301-869-4800 // TCL,192 HALPINE RD,ROCKVILLE,-77.125440015,39.06074801,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,14917.6
2021-08-06,2006.0,TOYT,4RN,AUTHORIZED 301 562 4020 NOP TCL,11609 LOCKWOOD DR,SILVER SPRING,-76.98119,39.04172,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,30190.3
2021-12-05,2016.0,CHEV,CAM,NOP // HENRYS // 301 927 0007 // TCL,11215 GEORGIA AVE,SILVER SPRING,-77.05059,39.03977,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20617.8
2023-05-04,2022.0,HOND,ACC,EXPIRED VISITOR PASS/AUTHRORIZED 301 562 4020,38 N SUMMIT DR,GAITHERSBURG,-77.19007898899997,39.14586502100008,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5759.9
2021-07-31,2016.0,FORD,,AUTHORISED 3015624020 TCL,11640 LOCKWOOD DR,SILVER SPRING,-76.98097,39.04199,EXP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,30224.8
2023-11-11,2023.0,VOLK,JET,INV PERMIT DISPLAYED // HENRYS 301 869 4800 // TCL,10140 LITTLE POND PL,MONTGOMERY VILLAGE,-77.208013999,39.168306016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4172.5
2024-06-12,2020.0,HOND,CRV,HENRY'S 301-927-0007 // TCL // NOP,1515 NOVEMBER CIR,SILVER SPRING,-76.97900297,39.045084998,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30855.6
2022-02-02,2004.0,MERZ,500,NO OVERNIGHT - HENRYS 301869480  TCL  S500,600 N FREDERICK AVE,GAITHERSBURG,-77.21066,39.15033,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6131.9
2022-10-28,2012.0,JEEP,GCH,"ILLEGALLY PARKED ON SIDEWALK// SPEEDY, 301-588-1322, TCL",8715 PINEY BRANCH RD,SILVER SPRING,-76.99653,38.99897,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21004.4
2022-08-13,2014.0,HOND,ACC,NOP   SPEEDY 301-588-1322  TCL,18300 STREAMSIDE DR,GAITHERSBURG,-77.16921,39.15502,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,10193.1
2024-06-28,2016.0,HOND,ACC,AUBURN 3019772740 NOP TCL,13005 THYME CT,GERMANTOWN,-77.269562984,39.163433993,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,13359.2
2022-07-27,2021.0,HOND,CIV,NOP HENRYS 301-869-4800 TCL,5901 MONTROSE RD,ROCKVILLE,-77.11908,39.05298,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,18993.8
2021-12-17,2011.0,NISS,SEN,"HENRYS (301) 927-0007, EXPIRED, BACK TO THE LOT // 2011 WHI NISS SENTRA, MD 3AH1255",6060 CALIFORNIA CIR,ROCKVILLE,-77.12467,39.05542,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,18869.1
2021-10-23,2011.0,SUBA,OUT,"NOP// BIG TOW, 301-424-4869, TCL",9807 BRASSIE WAY,MONTGOMERY VILLAGE,-77.20297,39.17558,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,10819.4
2024-05-08,2013.0,TOYT,SNA,NOP/ HENRY'S 301-869-4807/ LOT,1111 UNIVERSITY BLVD W,SILVER SPRING,-77.027241996,39.037128016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22735.2
2021-07-19,2010.0,MAZD,MZ3,REASON : NOP  TOW CO:  HENRYS  301-869-4800  TCL     VIN # COVERED,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2022-08-25,2013.0,NISS,SEN,HENRYS 301-869-4800 // NO PKG // TCL,9452 HORIZON RUN RD,MONTGOMERY VILLAGE,-77.19708,39.15782,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4829.6
2022-12-01,2018.0,FORD,TCN,COMM VEH PARKED IN RESD AREA// SPEEDY TOWING 301-588-1322 // TCL,18334 STREAMSIDE DR,GAITHERSBURG,-77.16811,39.15666,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,9907.8
2023-05-15,2021.0,JEEP,WRG,REASON : NOP  TOW CO : AUBURN  301-977-2740  TCL  OWNER NOTIF,1380 PICCARD DR,ROCKVILLE,-77.18119903299998,39.10624699200002,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,3096.7
